bird_id,theme,head,eyes,body,tail,wingLeft,wingRight,feet,beak
4178,icicle,var0,1f60f,var0,var0,var0,var0,var0,1f60f
4179,retrosteel,var2,1f970,var2,1f30a,var2,var2,var2,1f970
4180,lola,1fa78,263a-fe0f,var3,var3,var3,1fa78,var3,263a-fe0f
4181,duckeggblue,var0,rasta,var0,var0,1f916,var0,var0,rasta
4182,chilipepper,var3,263a-fe0f,var3,1f525,var3,var3,var3,263a-fe0f
4183,eggplant,var4,rasta,var4,var4,var4,1f30b,var4,rasta
4184,white,var0,1f62c,var0,2600,2600,var0,var0,1f62c
4185,pumpkin,var0,1f60d,var0,var0,var0,polkadot,var0,1f60d
4186,oddworldabe,1f98b,1f609,var0,var0,var0,1f98b,var0,1f609
4187,mango,2694-fe0f,1f618,var2,var2,var2,var2,var2,1f618
4188,nightwing,var0,1f618,var0,var0,1f30b,1f30b,var0,1f618
4189,hymn,1f30a,1f618,var0,var0,var0,1f30a,var0,1f618
4190,defaultyellow,var3,1f60f,var3,var3,var3,var3,var3,1f60f
4191,mango,var0,1f60d,var0,2600,2600,var0,var0,1f60d
4192,streetlime,var2,rasta,var2,var2,var2,var2,var2,rasta
4193,defaultyellow,var3,1f970,var3,var3,1f48e,var3,var3,1f970
4194,streetlime,var0,1f32b,var0,1f9be,var0,var0,var0,var4
4195,oddworldabe,var0,1f609,var0,var0,var0,1f98b,var0,1f609
4196,defaultyellow,polkadot,1f609,var3,var3,var3,var3,var3,1f609
4197,defaultyellow,var4,1f62c,var4,var4,var4,var4,var4,1f62c
4198,hell,var2,1f970,var2,var2,var2,var2,var2,1f970
4199,defaultyellow,var3,1f92f,var3,var3,var3,var3,var3,1f92f
4200,lola,var0,var4,var0,var0,1f525,var0,var0,1f430
4201,icicle,var0,1f618,var0,1f48e,var0,var0,var0,1f618
4202,defaultyellow,1f30a,1f618,var2,var2,var2,var2,var2,1f618
4203,sunkissed,var1,1f618,var1,var1,var1,var1,var1,1f618
4204,chocolate,var2,rasta,var2,var2,var2,1f98b,var2,rasta
4205,nightwing,var2,1f9df,var2,var2,var2,var2,var2,1f9df
4206,eggplant,cyberbird,1f60d,var4,var4,var4,var4,var4,1f60d
4207,eggplant,1f32a-fe0f,1f92f,var2,var2,var2,var2,var2,1f92f
4208,sunset,var0,1f618,var0,polkadot,var0,var0,var0,1f618
4209,ocean,1f4a7,1f609,var0,var0,var0,var0,var0,1f609
4210,raspberry,var1,1f970,var1,1f30b,var1,var1,var1,1f970
4211,rift,var0,1f60e,var0,var0,var0,goldtrim,var0,1f60e
4212,mango,var0,1f60d,var0,var0,2600,var0,var0,1f60d
4213,hymn,var0,1f60d,var0,var0,1f48e,var0,var0,1f60d
4214,hell,var4,1f618,var4,var4,var4,var4,var4,1f618
4215,denim,1f4a7,1f618,var4,var4,1f4a7,var4,var4,1f618
4216,ube,var0,263a-fe0f,var0,var0,var0,polkadot,var0,263a-fe0f
4217,defaultyellow,1f98b,1f618,var4,var4,var4,var4,var4,1f618
4218,defaultyellow,var3,rasta,var3,var3,var3,var3,var3,rasta
4219,eggplant,var4,1f32b,var4,1f4a7,var4,var4,var4,var3
4220,defaultyellow,var2,1f970,var2,polkadot,var2,var2,var2,1f970
4221,gold,var2,var1,var2,var2,var2,var2,var2,1f9db-200d-2642-fe0f
4222,defaultyellow,cyberbird,1f609,var1,var1,var1,var1,var1,1f609
4223,nightwing,var1,1f60f,var1,1f916,var1,var1,var1,1f60f
4224,defaultyellow,1f525,1f60e,var1,1f525,var1,var1,var1,1f60e
4225,gumpop,var1,rasta,var1,cyberbird,var1,var1,var1,rasta
4226,chilipepper,var0,1f60d,var0,var0,var0,var0,var0,1f60d
4227,raspberry,cyberbird,1f609,var3,var3,var3,var3,var3,1f609
4228,copper,var0,1f60d,var0,var0,var0,var0,var0,1f60d
4229,defaultyellow,var2,1f970,var2,var2,var2,2694-fe0f,var2,1f970
4230,gold,var2,263a-fe0f,var2,var2,var2,cyberbird,var2,263a-fe0f
4231,lola,1fa78,1f62c,var4,var4,var4,1fa78,var4,1f62c
4232,defaultyellow,var0,263a-fe0f,var0,1f9be,var0,var0,var0,263a-fe0f
4233,seafoam,var2,263a-fe0f,var2,var2,var2,var2,var2,263a-fe0f
4234,blue,1f48e,rasta,var2,var2,var2,var2,var2,rasta
4235,defaultyellow,var3,1f618,var3,var3,var3,1f525,var3,1f618
4236,lola,var3,1f32b,var3,1f525,var3,var3,var3,var2
4237,pinegreen,var1,1f60f,var1,var1,var1,var1,var1,1f60f
4238,bandicoot,1f98b,1f970,var2,var2,var2,var2,var2,1f970
4239,defaultyellow,1f98b,1f60f,var1,var1,var1,var1,var1,1f60f
4240,defaultyellow,var0,1f60e,var0,goldtrim,var0,var0,var0,1f60e
4241,olive,var4,1f32b,var4,var4,2694-fe0f,var4,var4,var3
4242,bandicoot,2694-fe0f,1f92f,var1,var1,var1,var1,var1,1f92f
4243,coral,var1,1f32b,var1,var1,var1,var1,var1,var3
4244,gumpop,goldtrim,1f60e,var2,var2,var2,var2,var2,1f60e
4245,kusama,var3,1f60f,var3,var3,var3,var3,var3,1f60f
4246,gold,var4,1f92f,var4,var4,var4,1f9be,var4,1f92f
4247,chocolate,var3,1f618,var3,var3,var3,var3,var3,1f618
4248,defaultyellow,cyberbird,1f92f,var1,var1,var1,var1,var1,1f92f
4249,defaultyellow,var1,1f60f,var1,var1,1f409,var1,var1,1f60f
4250,lola,var2,1f60f,var2,1f525,var2,var2,var2,1f60f
4251,pumpkin,var4,1f60d,var4,var4,var4,1f525,var4,1f60d
4252,retrosteel,var3,1f32b,var3,var3,var3,1f30a,var3,var1
4253,defaultyellow,var0,1f92f,var0,var0,var0,goldtrim,var0,1f92f
4254,blue,var2,1f92f,var2,var2,1f30a,var2,var2,1f92f
4255,defaultyellow,var0,1f618,var0,var0,1f48e,var0,var0,1f618
4256,defaultyellow,var1,1f60e,var1,var1,polkadot,var1,var1,1f60e
4257,denim,var2,1f92f,var2,1f48e,var2,1f48e,var2,1f92f
4258,pumpkin,var2,263a-fe0f,var2,var2,var2,1f525,var2,263a-fe0f
4259,raspberry,var1,1f970,var1,var1,var1,var1,var1,1f970
4260,seafoam,var1,263a-fe0f,var1,var1,1f409,var1,var1,263a-fe0f
4261,defaultyellow,var0,1f32b,var0,var0,var0,1f9be,var0,var3
4262,nightwing,var1,1f60e,var1,1f916,var1,var1,var1,1f60e
4263,punkblue,var4,1f32b,var4,var4,var4,var4,var4,var1
4264,hell,var2,1f60d,var2,var2,goldtrim,var2,var2,1f60d
4265,icicle,var0,1f92f,var0,var0,var0,1f30b,var0,1f92f
4266,streetlime,var0,1f970,var0,2694-fe0f,var0,var0,var0,1f970
4267,mint,var0,1f60d,var0,var0,var0,var0,var0,1f60d
4268,red,1fa78,1f60f,var3,var3,1fa78,var3,var3,1f60f
4269,chocolate,var3,263a-fe0f,var3,var3,var3,cyberbird,var3,263a-fe0f
4270,seafoam,1f409,1f62c,var1,1f409,var1,var1,var1,1f62c
4271,defaultyellow,1f32a-fe0f,263a-fe0f,var0,var0,var0,var0,var0,263a-fe0f
4272,steelgray,var0,1f60f,var0,var0,var0,var0,var0,1f60f
4273,beige,var3,263a-fe0f,var3,var3,var3,var3,var3,263a-fe0f
4274,lola,var1,1f618,var1,var1,var1,var1,var1,1f618
4275,ocean,var0,rasta,var0,var0,var0,var0,var0,rasta
4276,green,var3,1f618,var3,var3,var3,var3,var3,1f618
4277,defaultyellow,var2,1f92f,var2,var2,var2,1f409,var2,1f92f
4278,defaultyellow,var2,1f62c,var2,var2,var2,cyberbird,var2,1f62c
4279,defaultyellow,var2,1f62c,var2,var2,var2,1f30a,var2,1f62c
4280,defaultyellow,var4,1f60e,var4,goldtrim,var4,var4,var4,1f60e
4281,white,1f30b,1f618,var3,var3,var3,var3,var3,1f618
4282,bandicoot,var3,1f970,var3,goldtrim,var3,var3,var3,1f970
4283,defaultyellow,var0,1f618,var0,var0,goldtrim,var0,var0,1f618
4284,defaultyellow,var2,1f60e,var2,1f32a-fe0f,var2,var2,var2,1f60e
4285,denim,var1,1f32b,var1,var1,var1,1f30a,var1,var4
4286,pinegreen,var3,rasta,var3,var3,var3,var3,var3,rasta
4287,bandicoot,var2,1f618,var2,var2,var2,var2,var2,1f618
4288,ube,var3,1f60d,var3,var3,var3,var3,var3,1f60d
4289,duckeggblue,var4,1f32b,var4,1f916,var4,var4,var4,var1
4290,nightwing,var3,1f60d,var3,var3,var3,var3,var3,1f60d
4291,cheetos,var4,1f62c,var4,var4,var4,var4,var4,1f62c
4292,mattel,var1,1f970,var1,var1,var1,var1,var1,1f970
4293,bandicoot,var3,1f32b,var3,1f98b,var3,var3,var3,var1
4294,eggplant,var4,1f618,var4,var4,var4,1f48e,var4,1f618
4295,eggplant,var1,rasta,var1,goldtrim,var1,var1,var1,rasta
4296,ocean,1f98b,1f62c,var1,var1,var1,var1,var1,1f62c
4297,denim,var4,263a-fe0f,var4,var4,1f4a7,var4,var4,263a-fe0f
4298,chilipepper,1f525,rasta,var2,var2,var2,var2,var2,rasta
4299,defaultyellow,var1,1f609,var1,var1,var1,var1,var1,1f609
4300,retrosteel,var1,var4,var1,var1,var1,var1,var1,1f430
4301,mango,var1,1f60e,var1,var1,var1,polkadot,var1,1f60e
4302,ocean,var2,1f60f,var2,var2,var2,var2,var2,1f60f
4303,blue,var4,263a-fe0f,var4,var4,var4,var4,var4,263a-fe0f
4304,black,var2,1f92f,var2,cyberbird,var2,var2,var2,1f92f
4305,denim,var1,1f32b,var1,goldtrim,var1,var1,var1,var0
4306,red,1fa78,1f92f,var2,var2,var2,1fa78,var2,1f92f
4307,pumpkin,var4,rasta,var4,var4,var4,2694-fe0f,var4,rasta
4308,sunkissed,var2,263a-fe0f,var2,var2,var2,var2,var2,263a-fe0f
4309,seafoam,var1,1f62c,var1,var1,var1,var1,var1,1f62c
4310,sunset,var3,1f62c,var3,var3,2600,var3,var3,1f62c
4311,retrosteel,var4,1f618,var4,1f30a,var4,var4,var4,1f618
4312,defaultyellow,var4,1f60e,var4,var4,goldtrim,var4,var4,1f60e
4313,spacepoptart,goldtrim,1f60f,var0,var0,var0,var0,var0,1f60f
4314,kusama,var1,rasta,var1,var1,var1,var1,var1,rasta
4315,defaultyellow,var3,1f60e,var3,1f525,var3,var3,var3,1f60e
4316,kusama,var4,rasta,var4,var4,var4,var4,var4,rasta
4317,lola,1fa78,1f60e,var4,1fa78,var4,var4,var4,1f60e
4318,defaultyellow,var1,1f609,var1,2600,var1,var1,var1,1f609
4319,eggplant,var2,1f60f,var2,var2,1f48e,var2,var2,1f60f
4320,coral,var1,1f62c,var1,var1,var1,var1,var1,1f62c
4321,hymn,var3,1f60f,var3,polkadot,var3,var3,var3,1f60f
4322,chocolate,1f98b,1f92f,var0,var0,var0,var0,var0,1f92f
4323,rift,var3,rasta,var3,var3,var3,var3,var3,rasta
4324,red,var0,1f60d,var0,1fa78,1fa78,var0,var0,1f60d
4325,seafoam,1f409,rasta,var0,var0,var0,var0,var0,rasta
4326,pumpkin,1f525,1f60f,var3,var3,var3,var3,var3,1f60f
4327,beige,var1,1f32b,var1,var1,var1,goldtrim,var1,var4
4328,pinegreen,var3,1f618,var3,var3,var3,var3,var3,1f618
4329,spacepoptart,var3,263a-fe0f,var3,var3,var3,goldtrim,var3,263a-fe0f
4330,duckeggblue,var2,1f970,var2,var2,var2,var2,var2,1f970
4331,seafoam,var1,1f60e,var1,var1,var1,1f409,var1,1f60e
4332,defaultyellow,1f98b,rasta,var1,var1,var1,var1,var1,rasta
4333,eggplant,var4,1f60f,var4,var4,var4,1f48e,var4,1f60f
4334,defaultyellow,var1,1f60d,var1,1f409,var1,var1,var1,1f60d
4335,defaultyellow,var2,1f60e,var2,var2,var2,var2,var2,1f60e
4336,oddworldabe,var2,1f60f,var2,1f98b,var2,var2,var2,1f60f
4337,defaultyellow,var4,1f970,var4,var4,var4,1f98b,var4,1f970
4338,mint,var4,1f609,var4,var4,var4,var4,var4,1f609
4339,mango,2600,1f32b,var0,var0,var0,var0,var0,var3
4340,red,var3,1f60e,var3,var3,var3,goldtrim,var3,1f60e
4341,oddworldabe,1f98b,1f62c,var1,var1,var1,var1,var1,1f62c
4342,copper,var3,1f970,var3,var3,var3,var3,var3,1f970
4343,lola,var2,1f60f,var2,var2,var2,1f98b,var2,1f60f
4344,red,var0,1f60f,var0,var0,var0,var0,var0,1f60f
4345,grafitti,var3,1f60f,var3,var3,var3,var3,var3,1f60f
4346,oddworldabe,var4,1f92f,var4,var4,polkadot,var4,var4,1f92f
4347,sunkissed,var0,1f60f,var0,var0,var0,1f9be,var0,1f60f
4348,rmrkpink,1f9be,1f609,var4,var4,var4,var4,var4,1f609
4349,red,var0,rasta,var0,var0,1f525,var0,var0,rasta
4350,blue,var4,1f60d,var4,var4,var4,var4,var4,1f60d
4351,ocean,var3,1f609,var3,var3,var3,var3,var3,1f609
4352,defaultyellow,var4,1f60d,var4,var4,var4,2600,var4,1f60d
4353,red,var2,1f618,var2,var2,1fa78,1fa78,var2,1f618
4354,pinegreen,var2,1f60f,var2,var2,var2,var2,var2,1f60f
4355,kusama,var0,1f60e,var0,var0,var0,var0,var0,1f60e
4356,white,var2,1f62c,var2,var2,var2,var2,var2,1f62c
4357,retrosteel,var1,1f60e,var1,var1,var1,cyberbird,var1,1f60e
4358,bandicoot,var0,1f60e,var0,var0,var0,1f98b,var0,1f60e
4359,ocean,var3,1f618,var3,var3,var3,1f4a7,var3,1f618
4360,retrosteel,var3,1f618,var3,1f30a,var3,var3,var3,1f618
4361,retrosteel,var4,1f62c,var4,1f32a-fe0f,var4,var4,var4,1f62c
4362,defaultyellow,var2,1f92f,var2,goldtrim,var2,var2,var2,1f92f
4363,electrik,var0,1f618,var0,var0,var0,var0,var0,1f618
4364,blue,var4,1f92f,var4,var4,var4,var4,var4,1f92f
4365,beige,var1,1f62c,var1,var1,var1,var1,var1,1f62c
4366,copper,var4,1f609,var4,goldtrim,var4,var4,var4,1f609
4367,nebula,var4,1f62c,var4,var4,var4,2694-fe0f,var4,1f62c
4368,defaultyellow,var3,1f62c,var3,var3,var3,var3,var3,1f62c
4369,nightwing,var2,1f32b,var2,1f916,var2,var2,var2,var0
4370,chilipepper,var2,263a-fe0f,var2,1fa78,1fa78,var2,var2,263a-fe0f
4371,defaultyellow,var0,1f60e,var0,var0,1f32a-fe0f,var0,var0,1f60e
4372,nineties,var2,263a-fe0f,var2,var2,var2,var2,var2,263a-fe0f
4373,defaultyellow,1f98b,263a-fe0f,var1,var1,var1,var1,var1,263a-fe0f
4374,defaultyellow,var3,1f92f,var3,1f30b,var3,var3,var3,1f92f
4375,pumpkin,var4,rasta,var4,1f525,1f525,var4,var4,rasta
4376,defaultyellow,var0,1f618,var0,var0,var0,var0,var0,1f618
4377,bandicoot,var3,1f609,var3,var3,1fa78,1fa78,var3,1f609
4378,chilipepper,1fa78,1f62c,var3,var3,var3,1fa78,var3,1f62c
4379,eggplant,var2,rasta,var2,1f48e,var2,var2,var2,rasta
4380,defaultyellow,var0,1f60f,var0,var0,2600,var0,var0,1f60f
4381,chocolate,var3,rasta,var3,var3,var3,1f98b,var3,rasta
4382,brushed,var3,1f60f,var3,var3,var3,goldtrim,var3,1f60f
4383,eggplant,var1,1f970,var1,var1,1f9be,var1,var1,1f970
4384,steelgray,var3,1f32b,var3,var3,cyberbird,var3,var3,var0
4385,blue,var2,1f970,var2,var2,var2,1f48e,var2,1f970
4386,oddworldabe,var0,1f60d,var0,1f98b,var0,var0,var0,1f60d
4387,denim,var1,1f60d,var1,var1,1f30b,var1,var1,1f60d
4388,denim,1f48e,rasta,var4,var4,var4,var4,var4,rasta
4389,ocean,var4,1f32b,var4,1f48e,var4,var4,var4,var3
4390,kusama,var4,1f60e,var4,var4,var4,var4,var4,1f60e
4391,denim,var2,1f970,var2,1f48e,var2,var2,var2,1f970
4392,gold,polkadot,1f62c,var0,var0,var0,var0,var0,1f62c
4393,beige,var0,1f32b,var0,var0,var0,var0,var0,var0
4394,hell,var2,1f970,var2,goldtrim,var2,var2,var2,1f970
4395,beige,var0,263a-fe0f,var0,var0,var0,cyberbird,var0,263a-fe0f
4396,pumpkin,var4,1f970,var4,var4,1fa78,1fa78,var4,1f970
4397,seafoam,var1,1f32b,var1,var1,var1,1f409,var1,var1
4398,green,var4,1f60f,var4,var4,var4,var4,var4,1f60f
4399,pumpkin,var0,1f618,var0,1fa78,var0,1fa78,var0,1f618
4400,lola,var2,1f60e,var2,1f525,var2,var2,var2,1f60e
4401,puff,var1,1f618,var1,var1,var1,cyberbird,var1,1f618
4402,defaultyellow,1f916,1f60d,var0,var0,var0,var0,var0,1f60d
4403,duckeggblue,1f9be,1f618,var2,var2,var2,var2,var2,1f618
4404,olive,var3,1f60f,var3,var3,var3,var3,var3,1f60f
4405,duckeggblue,var1,1f32b,var1,var1,var1,1f916,var1,var1
4406,eggplant,var0,1f62c,var0,1f48e,var0,var0,var0,1f62c
4407,midnight,var2,263a-fe0f,var2,var2,var2,var2,var2,263a-fe0f
4408,spacepoptart,var4,1f60e,var4,var4,var4,var4,var4,1f60e
4409,duckeggblue,var1,1f62c,var1,var1,var1,var1,var1,1f62c
4410,bandicoot,1f525,1f60f,var1,var1,var1,var1,var1,1f60f
4411,oddworldabe,var1,1f62c,var1,var1,var1,var1,var1,1f62c
4412,streetlime,var3,1f60e,var3,var3,var3,var3,var3,1f60e
4413,beige,var2,263a-fe0f,var2,var2,var2,var2,var2,263a-fe0f
4414,white,var3,1f609,var3,var3,var3,1f30b,var3,1f609
4415,beige,var1,1f618,var1,var1,cyberbird,var1,var1,1f618
4416,green,var4,rasta,var4,1f30b,var4,var4,var4,rasta
4417,black,goldtrim,rasta,var0,var0,var0,var0,var0,rasta
4418,raspberry,var4,1f60f,var4,var4,2694-fe0f,var4,var4,1f60f
4419,sunset,var3,1f32b,var3,2600,var3,var3,var3,var1
4420,defaultyellow,var4,1f60d,var4,var4,var4,2600,var4,1f60d
4421,sakura,var2,1f618,var2,var2,var2,polkadot,var2,1f618
4422,defaultyellow,var0,1f60e,var0,var0,var0,1f32a-fe0f,var0,1f60e
4423,chilipepper,1fa78,1f62c,var2,var2,var2,1fa78,var2,1f62c
4424,eggplant,1f30a,1f60d,var3,var3,var3,var3,var3,1f60d
4425,bandicoot,cyberbird,1f60d,var1,var1,var1,var1,var1,1f60d
4426,sunset,var2,rasta,var2,var2,var2,polkadot,var2,rasta
4427,retrosteel,1f48e,1f60d,var1,var1,var1,var1,var1,1f60d
4428,gold,var2,1f970,var2,var2,var2,var2,var2,1f970
4429,defaultyellow,var1,1f62c,var1,var1,var1,1f30b,var1,1f62c
4430,white,var1,263a-fe0f,var1,var1,var1,var1,var1,263a-fe0f
4431,periwinkle,var2,rasta,var2,var2,var2,var2,var2,rasta
4432,eggplant,1f48e,1f970,var4,var4,var4,var4,var4,1f970
4433,rift,var3,1f970,var3,var3,var3,cyberbird,var3,1f970
4434,retrosteel,2694-fe0f,1f32b,var2,var2,var2,var2,var2,var1
4435,duckeggblue,var4,1f970,var4,var4,1f916,var4,var4,1f970
4436,defaultyellow,var2,1f60d,var2,var2,var2,var2,var2,1f60d
4437,defaultyellow,var2,1f970,var2,var2,var2,var2,var2,1f970
4438,defaultyellow,var1,1f92f,var1,var1,var1,var1,var1,1f92f
4439,bandicoot,var3,1f32b,var3,var3,var3,1f525,var3,var3
4440,hymn,var1,1f60d,var1,1f48e,var1,var1,var1,1f60d
4441,raspberry,cyberbird,1f62c,var4,var4,var4,var4,var4,1f62c
4442,pumpkin,var1,1f60d,var1,var1,1f525,var1,var1,1f60d
4443,mango,var3,1f609,var3,var3,var3,var3,var3,1f609
4444,seafoam,1f409,1f60d,var2,var2,var2,1f409,var2,1f60d
4445,seafoam,var4,1f32b,var4,var4,var4,1f409,var4,var0
4446,defaultyellow,var1,1f32b,var1,var1,var1,var1,var1,var4
4447,denim,var1,1f609,var1,var1,1f48e,var1,var1,1f609
4448,eggplant,var3,1f92f,var3,var3,var3,var3,var3,1f92f
4449,gumpop,var4,1f970,var4,cyberbird,var4,var4,var4,1f970
4450,green,var3,rasta,var3,var3,var3,var3,var3,rasta
4451,gumpop,var0,263a-fe0f,var0,var0,var0,polkadot,var0,263a-fe0f
4452,sakura,var3,1f609,var3,polkadot,var3,var3,var3,1f609
4453,seafoam,var2,1f609,var2,1f409,var2,var2,var2,1f609
4454,chilipepper,var3,1f92f,var3,var3,var3,var3,var3,1f92f
4455,punkblue,var2,1f970,var2,var2,var2,var2,var2,1f970
4456,defaultyellow,var0,1f618,var0,var0,1f32a-fe0f,var0,var0,1f618
4457,pumpkin,var1,1f92f,var1,var1,var1,var1,var1,1f92f
4458,streetlime,var3,1f609,var3,var3,var3,var3,var3,1f609
4459,pumpkin,var3,1f970,var3,var3,1f525,var3,var3,1f970
4460,denim,var4,1f92f,var4,var4,var4,var4,var4,1f92f
4461,wine,var2,1f92f,var2,var2,var2,var2,var2,1f92f
4462,defaultyellow,cyberbird,1f609,var1,var1,var1,var1,var1,1f609
4463,red,var1,1f60d,var1,var1,var1,var1,var1,1f60d
4464,nightwing,var4,rasta,var4,1f916,var4,var4,var4,rasta
4465,retrosteel,1f32a-fe0f,263a-fe0f,var1,var1,var1,var1,var1,263a-fe0f
4466,chocolate,var2,1f618,var2,1f98b,var2,var2,var2,1f618
4467,electrik,var0,1f62c,var0,var0,var0,var0,var0,1f62c
4468,lola,1fa78,1f32b,var3,var3,1fa78,var3,var3,var1
4469,retrosteel,var1,1f60d,var1,var1,var1,var1,var1,1f60d
4470,defaultyellow,1f409,1f609,var2,var2,var2,var2,var2,1f609
4471,defaultyellow,1f409,rasta,var1,var1,var1,var1,var1,rasta
4472,pinegreen,var4,1f62c,var4,var4,2694-fe0f,var4,var4,1f62c
4473,chilipepper,1fa78,1f60d,var0,1fa78,var0,var0,var0,1f60d
4474,eggplant,var0,1f60d,var0,1f30a,var0,var0,var0,1f60d
4475,retrosteel,var0,1f618,var0,var0,var0,var0,var0,1f618
4476,steelgray,polkadot,263a-fe0f,var2,var2,var2,var2,var2,263a-fe0f
4477,red,var2,1f60d,var2,var2,var2,var2,var2,1f60d
4478,eggplant,var1,1f970,var1,var1,var1,var1,var1,1f970
4479,seafoam,var4,1f60e,var4,1f409,var4,var4,var4,1f60e
4480,blue,var1,1f60e,var1,1f4a7,var1,var1,var1,1f60e
4481,nebula,var1,1f62c,var1,var1,var1,var1,var1,1f62c
4482,chocolate,var0,rasta,var0,var0,1f98b,var0,var0,rasta
4483,orange,var1,1f618,var1,1f30b,1f30b,var1,var1,1f618
4484,bandicoot,1f98b,1f60d,var2,var2,var2,var2,var2,1f60d
4485,hymn,var4,1f618,var4,var4,var4,1f32a-fe0f,var4,1f618
4486,spacepoptart,var0,1f60d,var0,var0,var0,2694-fe0f,var0,1f60d
4487,defaultyellow,var4,1f62c,var4,var4,var4,var4,var4,1f62c
4488,retrosteel,var3,1f618,var3,var3,var3,1f48e,var3,1f618
4489,grafitti,var4,1f92f,var4,var4,var4,var4,var4,1f92f
4490,hymn,var4,1f60f,var4,var4,var4,1f32a-fe0f,var4,1f60f
4491,chocolate,var1,1f970,var1,1f98b,var1,var1,var1,1f970
4492,ocean,var4,1f60d,var4,var4,var4,var4,var4,1f60d
4493,nineties,var0,1f618,var0,var0,var0,var0,var0,1f618
4494,seafoam,var4,1f92f,var4,1f409,var4,var4,var4,1f92f
4495,pumpkin,var3,1f62c,var3,var3,var3,1f525,var3,1f62c
4496,chilipepper,var2,1f60d,var2,1f525,var2,var2,var2,1f60d
4497,nightwing,var0,263a-fe0f,var0,var0,var0,1f916,var0,263a-fe0f
4498,duckeggblue,var1,1f32b,var1,1f916,var1,var1,var1,var1
4499,blue,var0,1f92f,var0,var0,var0,var0,var0,1f92f
4500,red,1fa78,1f32b,var3,1fa78,var3,var3,var3,var0
4501,pistachio,var2,1f92f,var2,var2,var2,2694-fe0f,var2,1f92f
4502,retrosteel,var3,1f62c,var3,var3,var3,var3,var3,1f62c
4503,defaultyellow,var4,1f60e,var4,var4,var4,var4,var4,1f60e
4504,defaultyellow,var2,1f60e,var2,2694-fe0f,2694-fe0f,2694-fe0f,var2,1f60e
4505,sunset,var2,rasta,var2,var2,var2,2600,var2,rasta
4506,defaultyellow,1f30b,1f62c,var2,var2,var2,var2,var2,1f62c
4507,chilipepper,1fa78,1f62c,var0,var0,1fa78,var0,var0,1f62c
4508,nightwing,var2,1f60f,var2,1f9be,var2,var2,var2,1f60f
4509,streetlime,cyberbird,1f92f,var3,var3,var3,var3,var3,1f92f
4510,hymn,var2,1f60d,var2,var2,var2,1f4a7,var2,1f60d
4511,oddworldabe,var4,1f60e,var4,var4,1f98b,var4,var4,1f60e
4512,defaultyellow,var1,1f62c,var1,var1,1f409,var1,var1,1f62c
4513,red,var4,263a-fe0f,var4,var4,var4,var4,var4,263a-fe0f
4514,pumpkin,1fa78,1f60e,var2,1fa78,var2,var2,var2,1f60e
4515,defaultyellow,var3,1f609,var3,1f409,var3,var3,var3,1f609
4516,hell,var2,1f618,var2,var2,var2,var2,var2,1f618
4517,beige,var4,1f60e,var4,var4,var4,goldtrim,var4,1f60e
4518,midnight,var1,1f60f,var1,var1,var1,var1,var1,1f60f
4519,gold,var1,1f60d,var1,var1,var1,var1,var1,1f60d
4520,defaultyellow,var3,1f92f,var3,1f48e,var3,1f48e,var3,1f92f
4521,seafoam,1f409,1f618,var3,var3,var3,var3,var3,1f618
4522,raspberry,var4,1f92f,var4,var4,var4,var4,var4,1f92f
4523,retrosteel,var4,1f32b,var4,var4,1f9be,var4,var4,var2
4524,defaultyellow,var3,1f62c,var3,var3,1f916,var3,var3,1f62c
4525,chilipepper,var3,1f62c,var3,1fa78,1fa78,var3,var3,1f62c
4526,nightwing,1f30b,rasta,var0,var0,var0,var0,var0,rasta
4527,puff,polkadot,1f970,var3,var3,polkadot,var3,var3,1f970
4528,sunset,var1,1f92f,var1,var1,var1,2600,var1,1f92f
4529,denim,var2,rasta,var2,1f30a,var2,var2,var2,rasta
4530,defaultyellow,var0,1f62c,var0,polkadot,var0,var0,var0,1f62c
4531,defaultyellow,var3,1f60d,var3,var3,var3,var3,var3,1f60d
4532,pumpkin,var4,1f618,var4,var4,var4,1f525,var4,1f618
4533,pumpkin,1f525,1f60d,var0,var0,var0,var0,var0,1f60d
4534,pistachio,var2,1f60f,var2,var2,var2,var2,var2,1f60f
4535,denim,var3,1f32b,var3,var3,1f32a-fe0f,var3,var3,var4
4536,defaultyellow,var4,1f32b,var4,var4,1f4a7,var4,var4,var2
4537,mango,var2,1f618,var2,var2,2600,var2,var2,1f618
4538,defaultyellow,var4,1f618,var4,1f48e,var4,var4,var4,1f618
4539,duckeggblue,var2,1f60f,var2,var2,var2,1f916,var2,1f60f
4540,mango,var3,1f60e,var3,var3,var3,2600,var3,1f60e
4541,lola,var2,1f970,var2,var2,1f98b,var2,var2,1f970
4542,eggplant,var0,1f32b,var0,var0,1f30a,var0,var0,var4
4543,midnight,var0,1f60e,var0,var0,var0,1f9be,var0,1f60e
4544,red,1f525,1f60e,var4,var4,var4,var4,var4,1f60e
4545,defaultyellow,2600,1f60d,var1,var1,var1,var1,var1,1f60d
4546,hell,var0,1f60f,var0,var0,var0,var0,var0,1f60f
4547,rift,var0,1f60e,var0,var0,var0,var0,var0,1f60e
4548,sakura,goldtrim,1f618,var1,var1,var1,var1,var1,1f618
4549,hymn,var1,1f92f,var1,var1,1f32a-fe0f,var1,var1,1f92f
4550,red,2694-fe0f,1f60d,var1,var1,var1,var1,var1,1f60d
4551,gumpop,var4,rasta,var4,var4,var4,var4,var4,rasta
